AuthorID,Author,Date,Content,Attachments,Reactions
"412482228359266328","CrisF#3405","04-Jan-20 05:56 PM","Is this expected?
`DEXpurge.3299`","",""
"455741312273219595","jl777c#5810","04-Jan-20 05:56 PM","if it actually purges, it prints at any offset","","👍 (1)"
"412482228359266328","CrisF#3405","04-Jan-20 06:01 PM","I'll start a blast.","",""
"412482228359266328","CrisF#3405","04-Jan-20 06:11 PM","With 4 blasters on same node got 
`DEXadd openind.-1 invalid or non-empty spot 00000000 (nil)
hashtable fullhashtable full`","",""
"412482228359266328","CrisF#3405","04-Jan-20 06:12 PM","Shut them down and soon recovered","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:14 PM","you exceeded the speed limit!","",""
"133773904471785473","daemonfox#6136","04-Jan-20 06:14 PM","or mem maybe?","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:15 PM","if it didnt crash and recovered from that, it is very good","",""
"133773904471785473","daemonfox#6136","04-Jan-20 06:15 PM","did you hit swap?","",""
"412482228359266328","CrisF#3405","04-Jan-20 06:15 PM","Yeah, 3k+ on each.","",""
"412482228359266328","CrisF#3405","04-Jan-20 06:15 PM","10 limit isn't it?","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:15 PM","there is virtually no mem allocation going on, most of the memory is statically crated","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:16 PM","hashtables in a single second is a fixed size. if you exceed it, it wont fit any more and prints some errors","","👍 (1)"
"412482228359266328","CrisF#3405","04-Jan-20 06:17 PM","64gb mem on this node.","",""
"412482228359266328","CrisF#3405","04-Jan-20 06:18 PM","will try the same on smaller node and check memory usage.","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:18 PM","you filled up the hashtable for one of the seconds","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:18 PM","it printed that the hashtable was full","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:18 PM","not sure what the mystery is","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:18 PM","did it crash?","",""
"412482228359266328","CrisF#3405","04-Jan-20 06:19 PM","No, not a mystery.  Worked and recovered well.","",""
"133773904471785473","daemonfox#6136","04-Jan-20 06:19 PM","I read that as  DO IT AGAIN!","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:19 PM","this system uses a best efforts method, like UDP","",""
"455741312273219595","jl777c#5810","04-Jan-20 06:19 PM","if you go too fast, it is too fast and it wont be able to process all of it","",""
